yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA040B077	Sardegna_CA045B021	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048A002	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059A001	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
2007	10	11	22	24	24	22	25	24	22	19	25	26	24	24	28	23	24	23	24	26	24.2	NA	23	25	25	25	27	NA	24	NA	18	24	22	21	27	23	22	21	24	NA	25	NA	16	18	17.5	20	20	24	20	NA	21	18	27	21	19	23	19	21	20	22	24	23	24	26	25.9	24	20	26	26	22	25	NA	22	NA	20	22	25	22	20	21	23	21	25	20	20	27	20	27	22	24	20	18	23	25	20	24	18	20	23	NA
2007	10	12	22	25	26	22	26	24	22	19	24	27	24	24	29	26	25	24	25	26	25.4	NA	25	25	26	26	28	NA	24	NA	20	24	23	23	27	20	22	23	24	NA	24	NA	20	21	20.5	19	19	23	22	NA	25	18	24	21	19	22	21	20	19	27	26	25	24	25	26.1	27	20	27	27	23	25	NA	20	NA	22	25	27	22	19	22	24	23	25	21	20	25	23	26	22	24	24	17	23	27	21	24	20	23	23	NA
2007	10	13	22	25	25	22	26	24	21	20	26	25	23	24	30	24	24	25	25	26	25	NA	25	25	27	25	27	NA	25	NA	18	24	23	24	27	20	24	23	23	NA	25	NA	21	20	20.5	19	19	23	20	NA	24	18	24	23	19	22	21	20	19	22	25	27	23	25	26.3	26	23	26	20	25	20	NA	20	NA	21	26	27	23	21	23	24	23	25	20	19	26	22	25	24	23	23	20	23.6	26	22	24	20	22	23	NA
2007	10	14	22	24	25	21	25	25	21	19	24	25	24	23	28	24	24	25	24	26	24	NA	25	24	25	24	26	NA	25	NA	17	22	22	24	27	23	22	22	22	NA	26	NA	21	20	21	21	20	24	20	NA	24	20	22	20	11	23	20	19	20	22	25	26	23	25	26.2	26	22	27	25	25	24	NA	21	NA	20	26	26	23	22	21	24	22	24	20	21.5	26	21	26	22	22	22	20	23.8	26	21	25	19	22	24	NA
2007	10	15	21	24	26	23	26	24	20	19	24	25	23	23.5	29	25	23	23	22	26	23.4	NA	24	23	27	21	25	NA	24	NA	18	23	22	24	27	22	22	23	23	NA	25	NA	22	20	20	21	17	24	23	NA	22	19	22	22	11	23	21	16	18	22	25	25	22	25	25.7	26	22	26	24	25	24	NA	26	NA	22	25	25	23	21	22	24	23	25	21	20.5	24	21	25	22	23	23	17	22.2	25	18	26	18	24	24	NA
2007	10	16	21	23	25	22	23	24	23	19	25	26	24	24	28	27	23	23	23	25	24	NA	23	23	26	25	25	NA	23	NA	15	22	22	23	27	23	21	23	24	NA	25	NA	22	20	20	20	18	23	24	NA	22	19	22	20	16	24	18	16	20	25	24	26	22	25	25.3	26	22	26	26	24	24.5	NA	27	NA	20	26	27	23	21	22	24	23	25	20	20.5	24	23	22	23	21	22	19	21.2	24	19	24	19	22	25	NA
2007	10	17	22	24	25	23	25	25	23	20	24	25	25	19	30	24	20	23	24	26	24.6	NA	25	23	27	26	26	NA	24	NA	28	24	22	23	26	24	21	22.5	24	NA	25	NA	22	20	20	20	14	22	19	NA	22	19	22	21	16	24	19	17	21	24	26	24	23	26	25.2	26	21	27	23	25	24	NA	27	NA	21	26	26	23	20	24	26	24	25	22	21.5	25	25	23	23	23	24	22	24	25	23	20	21	24	26	NA
2007	10	18	22	24	25	23	26	25	23	19	23	26	25	20	29	24	20	25	25	26	25	NA	25	25	25	25	27	NA	25	NA	18	27	26	27	24	21	19	22	22	NA	23	NA	20	20	18.5	20	19	22	19	NA	24	15	21	22	17	25	20	17	17	25	25	25	22	24	25.6	26	21	26	24	25	24	NA	26	NA	19	22	25	20	18	19	23	21	23	24	16.5	26	20	23	21	22	23	17	21.6	22	19	21	18	24	23	NA
2007	10	19	21	23	24	21	23	23	24	18	23	25	23	21	28	21	19	25	22	26	23	NA	23	22	22	22	24	NA	25	NA	15	22	19	20	23	17	18	18	21	NA	20	NA	16	18	18	15	19	26	23	NA	22	13	21	21	12	23	20	17	12	21	25	22	20	25	24.8	23	19	25	16	22	21.5	NA	25	NA	17	20	22	20	18	17	20	19	21	17	14	27	17	24	18	18	20	15	21	23	17	11	16	18	20	NA
2007	10	20	17	20	20	19	17	20	18	15	24	22	20	20	28	20	18	18	20	19	19.8	NA	19	20	22	20	22	NA	22	NA	13	20	19	18	21	15	17	15	19	NA	15	NA	10	15	14	10	13	22	15	NA	21	13	15	16	12	21	19	17	10	19	19	18	19	17	19.6	18	16	20	15	19	18	NA	21	NA	13	18	18	18	14	17	15	17	21	15	8	15	15	23	16	14	17	9	18.4	19	14	14	14	16	14	NA
2007	10	21	13	14	16	15	14	20	17	10	23	17	16	16	26	17	16	13	18	16	16.2	NA	16	15	25	16	27	NA	20	NA	8	15	14	15	21	15	11	9.5	18	NA	13	NA	7	7	8	12	10	22	12	NA	11	14	9	10	7	15	19	12	10	14	17	13	19	15	15	13	10	16	13	15	14.5	NA	20	NA	9	18	16	17	10	17	14	11	16	10	12.5	15	11	21	11	12	12	5	14.4	17	12	12	11	10	12	NA
2007	10	22	14	15	16	17	14	15	13	12	16	18	16	18	27	16	16	16	17	14	16.2	NA	16	15	18	14	18	NA	15	NA	11	17	15	17	21	16	18	11	18	NA	15	NA	5	8	9	14	10	20	18	NA	12	15	9	13	10	15	9	8	16	14	16	12	19	15	14.2	13	10	16	16	15	22	NA	21	NA	16	20	13	15	15	16	16	13	16	13	16.5	16	12	20	11	18	13	8	15.4	16	10	17	11	12	13	NA
2007	10	23	15	18	17	14	13	16	12	12	19	18	17	19	25	18	19	17	16	16	17.2	NA	18	16	21	15	18	NA	17	NA	11	17	19	20	22	19	15	16	18	NA	16	NA	11	13	9.5	12	11	18	12	NA	14	16	10	14	10	18	10	8	15	16	20	15	17	18	20.2	18	14	20	17	17	22	NA	20	NA	15	20	22	21	18	21	19	18	23	18	18	14	16	21	17	16	17	8	18.8	18	12	16	12.5	11	17	NA
2007	10	24	16	20	23	18	19	20	18	16	19	22	19	20	24	15	22	19	19	19	19.2	NA	18	17	21	18	18	NA	18	NA	12	20	21	21	22	18	16	17	17	NA	18	NA	15	16	17	12	17	21	21	NA	19	18	13	15	11	21	18	10	20	21	22	18	17	19	19.3	19	16	20	20	19	22	NA	20	NA	16	21	22	21	18	18	20	18	21	19	16	12	18	19	17	16	19	9	18.4	19	18	15.5	15	19	17	NA
2007	10	25	18	19	19	18	20	25	19	15	23	22	21	21	23	16	20	20	20	21	21	NA	20	20	21	21	21	NA	18	NA	13	21	22	19	23	22	18	15	18	NA	20	NA	14	16	12.5	14	14	19	13	NA	17	18	18	16	15	20	14	14	19	20	20	16	19	18	20	20	17	21	20	19	17	NA	20	NA	14	21	17	21	15	15	18	15	17	15	16	11	18	18	15	18	17	12	18.6	17	19	16.5	14	17	18	NA
2007	10	26	19	18	20	18	18	25	20	17	23	23	21	21.5	25	21	21	22	21	19	21	NA	20	18	26	20	20	NA	19	NA	14	22	21	22	22	23	17	15	18	NA	23	NA	15	14	11	20	14	20	16	NA	17	18	20	22	12	21	15	18	20	21	19	16	20	20	19.5	18	17	19	21	22	22	NA	23	NA	15	22	19	21	17	17	19	16	20	16	16	11	16	19	15	22	18	14	18	19	18	20	14	16	18	NA
2007	10	27	21	24	23	20	24	23	20	18	23	25	24	22.5	24	24	20	24	24	25	24	NA	24	22	25	22	24	NA	21	NA	18	20	21	22	22	24	21	21	18	NA	24	NA	20	21	20.5	20	18	22	20	NA	23	22	20	20	18	21	17	19	21	21	24	20	22	22	24	21	19	25	22	23	22	NA	20	NA	17	23	24	22	20	19	22	20	22	18	22	13	19	21	19	23	21	13	20	22	20	23	18	15	20	NA
2007	10	28	23	24	26	21	25	23	22	20	23	28	24	24	26	23	20	25	25	25	24	NA	25	25	25	25	25	NA	25	NA	18	24	22	23	22	18	20	22	21	NA	24	NA	22	20	20.5	20	22	24	22	NA	23	19	21	23	24	23	22	20	20	25	23	23	19	23	24.2	23	20	25	19	20	22	NA	21	NA	21	21	23	23	21	23	21	21	24	23	18	14	20	18	21	20	24	12	20.4	23	18	16	18	22	23	NA
2007	10	29	20	20	22	18	20	22	18	16	20	22	22	23	22	23	20	24	22	20	21.8	NA	20	21	23	22	22	NA	19	NA	14	20	20	20	22	15	18	20	19	NA	22	NA	18	20	19.5	18	17	20	22	NA	25	18	21	20	16	20	20	16	16	20	22	19	19	20	21.9	21	17	22	19	20	18.5	NA	26	NA	15	21	21	20	17	18	19	20	21	17	19.5	15	19	20	19	19	19	14	22.2	23	21	16.5	12	20	18	NA
2007	10	30	21	20	20	18	20	22	19	16	NA	22	20	22	21	19	20	22	21	20	20.2	NA	20	17	22	25	18	NA	19	NA	15	22	22	23	20	12	20	18.5	18	NA	21	NA	15	15	14.5	18	16	22	21	NA	26	18	20	18	17	20	19	16	15	20	21	19	19	19	22.9	22	17	23	NA	19	20	NA	19	NA	16	18	20	20	18	19	16	16	18	20	16.5	17	18	18	15	17	20	18	17	20	18	20	15	21	18	NA
2007	10	31	20	20	20	18	20	20	18	16	18	20	21	22	20	20	20	21	21	20	21.4	NA	20	18	22	19	22	NA	20	NA	21	21	19	19	20	19	19	19	19	NA	20	NA	15	15	15	15	15	21	18	NA	19	18	12	19	12	20	15	14	14	20	22	21	16	20	22	21	17	22	20	19	16.5	NA	18	NA	14	19	19	17	15	15	19	16	22	16	11	20	17	19	17	16	19	16	19.8	22	18	16	16	18	19	NA
2007	11	01	21	17	18	17	18	20	15	14	18	18	20	18.5	21	20	20	22	20	20	20	NA	18	19	22	20	20	NA	21	NA	14	19	15	16	21	20	20	14	18	NA	21	NA	11	11	18.5	15	16	20	13	NA	13	17	13	16	10	15	14	11	15	15	18	14	14	18	18	16	15	18	19	18	17	NA	24	NA	11	17	18	17	22	15	18	14	19	15	14	19	15	21	15	18	15	10	18	18	14	16	12	13	20	NA
2007	11	02	19	19	19	17	21	20	12	14	19	18	19	18	22	19	20	20	21	20	18.6	NA	18	17	22	17	19	NA	19	NA	11	19	19	18	19	20	18	16	18	NA	20	NA	12	15	12	15	13	19	12	NA	17	17	12	16	10	18	14	12	16	18	22	17	16	19	21	18	16	21	19	18	17	NA	22	NA	15	19	20	17	17	18	18	17	21	15	13.5	19	16	23	17	16	17	13	19	16	15	19	13	15	19	NA
2007	11	03	19	19	18	16	21	20	11	13	19	19	19	17	21	19	21	20	17	20	19.4	NA	19	19	22	18	21	NA	18	NA	11	16	19	18	19	18	19	16.5	17	NA	20	NA	15	15	11.5	16	12	18	12	NA	17	16	17	17	14	17	14	13	16	16	21	17	18	20	21.6	19	15	21	18	18	20	NA	20	NA	14	19	20	18	19	17	19	17	20	14	17	19	12	22	17	18	16	13	19	20	18	22	15	16	17	NA
2007	11	04	18	20	22	18	19	20	17	14	19	22	21	18.5	21	19	21	19	20	22	20.6	NA	21	21	21	20	22	NA	21	NA	13	19	20	20	19	18	18	18	22	NA	21	NA	18	17	15	16	15	18	14	NA	17	16	15	19	14	18	15	13	16	17	21	22	17	21	23	22	18	23	20	21	21	NA	19	NA	20	19	21	19	20	21	18	18	22	18	18.5	18	17	19	19	18	21	13	18.4	19	19	21	14	20	19	NA
2007	11	05	20	19	21	19	20	21	18	16	20	22	21	20	22	19	21	21	21	23	21.4	NA	22	21	21	21	23	NA	21	NA	14	20	20	21	21	20	17	18	22	NA	20	NA	20	13	17	13	18	20	21	NA	20	16	15	19	11	20	17	15	15	21	21	21	17	19	21.4	20	16	21	17	19	20	NA	18	NA	20	19	21	20	21	20	20	17	22	20	16	18	16	19	19	16	20	17	19.4	16	20	16	14	20	19	NA
2007	11	06	19	18	19	20	19	19	12	16	20	21	20	22.5	21	18	20	19	21	23	20.4	NA	22	22	19	21	20	NA	20	NA	12	21	22	22	21	19	16	15	20	NA	21	NA	12	11	13	14	15	20	22	NA	16	17	15	17	14	20	14	10	16	20	20	17	17	20	19.8	19	17	19	17	17	19	NA	19	NA	14	18	19	20	15	18	18	16	19	16	14.5	18	16	17	14	16	17	13	17.2	20	14	17	13	16	16	NA
2007	11	07	16	20	21	16	20	20	12	15	19	20	21	20	22	15	20	21	21	20	21	NA	21	21	18	19	22	NA	21	NA	12	22	18	19	20	20	15	17	20	NA	20	NA	16	14	13.5	14	16	20	18	NA	17	17	14	18	11	20	15	12	14	15	21	19	16	15	22.2	20	17	22	20	21	20	NA	17	NA	16	18	21	20	17	18	18	17	22	15	16	17	16	18	18	16	17	13	19	19	13	12	13.5	11	16	NA
2007	11	08	15	16	15	16	16	21	12	13	19	18	19	19	23	14	20	17	17	19	19.2	NA	19	18	18	19	20	NA	18	NA	10	19	19	20	20	20	16	11	18	NA	18	NA	17	10	9	14	12	18	19	NA	13	15	13	15	11	20	15	12	13	18	16	13	14	16	17	16	12	17	16	16	19	NA	22	NA	13	19	19	17	15	18	17	15	17	14	14	16	15	16	13	15	15	9	15.8	17	12	16	11	13	15	NA
2007	11	09	14	17	16	17	14	17	11	11	18	18	17	17	19	13	20	16	16	19	18.4	NA	18	18	18	14	19	NA	16	NA	10	19	19	19	21	19	15	13	16	NA	16	NA	9	12	11.5	11	13	18	16	NA	14	17	13	15	15	22	13	12	12	19	19	16	15	16	18.7	16	13	18	16	16	19	NA	24	NA	12	18	18	20	14	17	18	15	17	15	13	16	14	17	14	14	16	11	16.2	18	13	12	12	15	14	NA
2007	11	10	13	14	14	15	14	15	12	10	18	17	16	18	21	13	19	16	16	15	17.2	NA	17	16	17	13	19	NA	18	NA	12	18	18	18	21	18	15	10.5	16	NA	15	NA	10	8	11	13	10	18	20	NA	12	17	12	16	12	19	11	11	10	15	18	13	15	15	16.2	16	13	16	13	14	17	NA	23	NA	11	15	16	20	13	15	15	18	15	13	14	17	13	16	11	15	15	13	15	18	14	12	10	13	13	NA
2007	11	11	15	15	15	16	16	15	12	10	18	17	16	20	20	18	19	17	15	16	17.6	NA	18	16	18	15	18	NA	20	NA	9	18	18	20	20	18	14	11	17	NA	16	NA	9	9	9	13	14	19	20	NA	11	15	12	15	9	20	10	10	11	17	17	14	15	15	17.5	16	11	16	15	15	17	NA	24	NA	11	14	16	18	11	16	15	14	15	14	13.5	17	14	16	12	15	14	13	15.2	16	13	16	11	14	14	NA
2007	11	12	15	16	16	18	14	17	12	11	16	18	19	17	21	12	19	17	16	16	18.6	NA	17	17	17	15	18	NA	17	NA	9	18	18	19	21	19	13	13.5	16	NA	14	NA	9	12	11.5	11	14	19	20	NA	12	17	11	13	11	23	11	9	8	18	18	16	14	16	18.2	16	13	17	15	15	19	NA	23	NA	11	16	17	17	12	18	16	14	16	15	15	18	15	15	14	14	14	13	15.6	17	14	16	11	13	15	NA
2007	11	13	14	16	17	15	16	17	12	12	15	18	17	17.5	22	14	19	17	17	16	18	NA	17	16	17	14	18	NA	16	NA	8	17	18	18	20	20	11	13	17	NA	12	NA	10	10	8.5	8	13	19	18	NA	12	16	11	13	11	20	10	10	8	19	18	14	14	16	17.8	15	12	17	15	14	20	NA	24	NA	13	16	18	18	16	17	17	15	17	15	11.5	18	12	16	13	11	14	9	16	17	13	12	11	14	12	NA
2007	11	14	11	13	14	14	15	16	10	9	15	18	15	17	15	12	20	13	14	14	15.4	NA	15	15	13	13	16	NA	15	NA	7	15	16	16	21	19	10	10	16	NA	12	NA	7	8	8	8	11	16	15	NA	11	14	10	10	10	20	9	10	6	16	15	11	13	14	15.8	14	10	16	17	13	15	NA	22	NA	9	15	15	15	9	12	15	12	16	11	9.5	17	12	17	11	11	12	8	14.4	17	9	8	10	11	9	NA
2007	11	15	11	11	11	10	13	16	9	7	12	12	15	16.5	16	13	20	13	13	13	14.8	NA	14	11	13	10	14	NA	12	NA	5	15	14	15	20	18	7	9	14	NA	11	NA	5	6	6.5	7	10	15	17	NA	12	10	10	6	7	18	14	6	8	13	13	11	11	12	13	10	8	12	10	11	14	NA	22	NA	6	15	15	14	8	10	11	9	13	9	9	17	8	16	8	10	11	7	11.2	10	8	8	6	9	10	NA
2007	11	16	8	8	9	15	9	9	8	7	10	10	12	15.5	11	11	19	13	12	13	12.4	NA	12	9	15	8	13	NA	11	NA	4	12	13	15	18	17	6	10	15	NA	10	NA	5	3	2.5	8	5	15	14	NA	8	10	9	5	5	17	4	5	8	12	11	7	11	10	11.7	8	6	11	12	9	11.5	NA	16	NA	7	12	11	14	8	10	9	9	11	11	6	16	10	18	6	10	10	8	10	9	7	9	4	9	18	NA
2007	11	17	8	11	11	14	12	13	9	7	11	14	13	16	12	9	19	14	14	13	13.6	NA	12	11	15	9	12	NA	15	NA	3	13	9	11	14	17	6	7	14	NA	10	NA	6	5	4.5	8	5	15	15	NA	8	8	9	8	6	13	5	6	8	11	12	12	12	12	14	11	7	13	17	11	13	NA	15	NA	7	12	12	14	7	10	11	10	12	8	9	15	8	18	8	11	9	6	11.8	12	8	12	3	10	17	NA
2007	11	18	13	13	14	14	11	13	10	8	12	16	15	15.5	14	14	20	14	15	13	15.2	NA	14	13	19	11	15	NA	14	NA	7	15	14	14	11	18	5	9	15	NA	11	NA	5	7	6	11	7	16	15	NA	10	11	10	10	3	18	6	6	12	12	14	7	12	13	14.8	13	9	14	18	12	15	NA	20	NA	7	13	16	14	8	12	11	10	14	11	13.5	15	10	17	10	10	12	8	12	12	10	16	7	11	10	NA
2007	11	19	16	16	16	15	11	17	13	11	15	18	17	17	16	17	20	16	17	17	17.2	NA	17	17	22	16	18	NA	14	NA	11	16	15	16	10	18	6	13	15	NA	15	NA	5	12	11	12	13	15	16	NA	15	12	10	14	11	18	12	10	12	18	18	17	17	16	19.4	17	19	19	20	16	16	NA	21	NA	14	16	16	15	13	14	16	14	19	14	15	14	14	19	15	15	15	11	15.4	15	16	19	11	15	14	NA
2007	11	20	15	18	18	18	17	20	14	11	16	20	19	18	17	18	20	18	18	19	18.8	NA	17	20	23	19	20	NA	16	NA	11	17	17	18	16	18	6	16	17	NA	20	NA	15	15	13.5	15	15	17	14	NA	18	12	14	15	12	18	12	17	11	20	23	17	19	18	20.2	18	19	20	21	17	18	NA	22	NA	17	20	21	17	15	17	18	17	19	17	17	14	17	19	17	18	16	12	18.2	18	20	21	13	16	17	NA
2007	11	21	16	19	20	18	18	20	17	14	16	21	20	18.5	18	21	19	20	20	20	19.6	NA	18	22	25	22	23	NA	16	NA	13	18	19	19	18	18	7	17	19	NA	20	NA	20	19	15.5	15	13	18	20	NA	20	14	15	18	13	18	14	18	18	17	22	20	19	20	22.7	21	17	23	17	20	19	NA	23	NA	19	24	22	18	17	19	22	20	20	18	18.5	14	19	18	20	19	18	14	19.8	22	22	18	17	18	21	NA
2007	11	22	18	20	20	19	20	21	19	18	17	23	20	19	17	18	19	22	19	21	19.8	NA	20	24	18	21	24	NA	22	NA	17	21	19	18	16	19	6	17	18	NA	18	NA	18	19	16.5	13	19	18	19	NA	21	16	17	19	14	20	18	18	17	20	24	16	18	20	21.2	19	19	23	18	21	20	NA	24	NA	17	20	20	20	19	17	22	19	18	15	18.5	16	18	20	19	17	19	15	21	22	20	20	17	14	22	NA
2007	11	23	18	18	20	20	17	20	18	16	17	NA	20	19	19	18	20	21	20	21	19.8	NA	19	18	19	14	18	NA	22	NA	11	20	20	20	15	20	6	17.5	18	NA	18	NA	20	16	16	12	19	19	19	NA	17	18	14	18	10	19	18	18	12	20	18	17	16	18	19.7	18	16	19	17	18	19	NA	24	NA	18	18	20	20	17	18	20	18	20	16	16	16	18	19	17	15	19	16	19.8	19	16	18	16	18	18	NA
2007	11	24	14	17	17	16	16	18	15	13	21	20	19	20	18	17	20	20	20	17	19.4	NA	18	15	19	16	18	NA	17	NA	10	19	20	21	15	20	7	13	16	NA	19	NA	14	12	11.5	15	14	19	20	NA	14	18	11	17	12	19	14	15	13	19	17	17	19	18	19.1	18	9	19	20	18	19.5	NA	20	NA	15	19	20	18	18	19	19	16	19	17	15.5	14	15	20	14	17	16	16	16	16	17	16	12.5	15	17	NA
2007	11	25	17	17	17	20	17	18	13	10	21	19	18	16	16	16	20	21	19	16	18.4	NA	17	18	19	17	13	NA	16	NA	12	19	16	18	11	19	7	16	17	NA	18	NA	16	16	14.5	15	12	19	18	NA	20	18	9	14	13	15	12	15	16	15	21	19	18	18	20	18	15	21	20	17	16.5	NA	22	NA	16	19	19	20	17	15	16	15	16	14	17	14	16	20	15	18	17	14	16.2	16	16	15	13.5	20	16	NA
2007	11	26	18	19	20	18	20	20	17	14	18	22	21	22	20	18	20	20	21	20	21	NA	20	20	20	18	21	NA	19	NA	14	22	20	20	19	20	8	17	18	NA	18	NA	19	15	14.5	13	15	21	20	NA	18	18	16	17	17	23	15	13	14	20	18	21	17	19	21.9	19	16	22	14	20	19	NA	22	NA	16	18	18	20	17	18	19	16	19	18	13	13	16	18	16	17	18	10	17.4	18	14	15	15	17	18	NA
2007	11	27	15	18	19	13	20	18	14	12	18	NA	19	18	20	17	20	18	16	19	20.2	NA	19	18	18	18	19	NA	16	NA	12	18	17	17	16	20	7	14	18	NA	19	NA	13	15	14.5	12	16	18	10	NA	18	13	15	16	12	18	12	14	13	16	21	17	17	19	21	18	15	21	13	20	16	NA	23	NA	12	15	18	20	13	14	18	13	16	13	13	13	15	16	13	14	15	9	16	16	12	12	13.5	15	15	NA
2007	11	28	13	14	18	13	13	16	10	8	18	20	15	17.5	15	17	20	13	15	19	15.2	NA	15	14	17	14	21	NA	15	NA	10	15	16	15	11	20	8	12	17	NA	19	NA	9	11	8.5	10	12	14	14	NA	12	10	14	14	8	12	8	10	13	10	17	13	17	14	16.5	14	11	15	12	14	15	NA	19	NA	11	15	15	15	12	13	16	14	15	12	10	12	15	17	12	14	13	10	15.6	15	9	12	11	14	13	NA
2007	11	29	14	15	16	15	15	16	12	11	17	18	17	17	18	15	20	17	14	16	17.2	NA	16	14	17	14	19	NA	15	NA	10	16	12	12	11	20	7	11.5	16	NA	17	NA	7	9	9	10	12	14	14	NA	11	10	13	11	11	14	10	9	10	15	16	12	15	14	16.1	13	11	16	13	13	13	NA	20	NA	9	12	13	13	13	12	18	11	14	13	12	13	12	19	11	13	12	8	15	15	8	12	11	13	10	NA
2007	11	30	14	13	13	16	13	16	11	9	17	15	14	18	15	9	20	16	15	15	15	NA	15	14	19	12	15	NA	15	NA	9	16	16	17	16	20	9	9	18	NA	17	NA	7	7	6	10	11	17	14	NA	10	10	11	10	11	18	7	12	12	15	15	10	15	15	16.1	13	12	15	12	14	15	NA	19	NA	11	15	15	NA	12	15	15	13	17	12	14	15	12	16	12	14	13	10	14.4	16	11	20	11	15	13	NA
2007	12	01	15	16	18	18	17	17	12	11	17	NA	18	19	15	8	20	17	18	17	18.6	NA	18	18	18	15	19	NA	16	NA	9	18	18	19	18	20	10	13	17	NA	16	NA	8	11	9	10	12	18	17	NA	13	10	11	11	11	19	11	11	11	17	17	17	13	15	18.2	16	13	17	13	17	16.5	NA	19	NA	12	16	17	NA	14	16	18	14	16	11	14.5	15	15	19	14	14	13	10	16	17	13	20	11	14	12	NA
2007	12	02	17	16	16	15	17	17	12	12	17	19	18	19	19	9	21	17	17	16	18.4	NA	18	18	18	16	19	NA	18	NA	11	18	19	18	17	19	10	13	16	NA	17	NA	10	11	9	9	14	18	10	NA	13	14	12	13	10	20	10	11	12	17	17	16	13	16	17.8	16	13	17	16	16	17	NA	20	NA	13	16	17	NA	15	16	15	14	16	15	13.5	13	15	18	14	14	15	12	15.2	16	14	16	10	16	13	NA
2007	12	03	14	16	17	15	17	15	12	10	17	19	18	18	19	10	20	18	16	16	18.6	NA	18	15	15	14	18	NA	16	NA	9	17	18	18	15	20	8	10	17	NA	12	NA	8	9	8.5	12	11	15	13	NA	9	12	12	10	11	16	9	15	9	15	16	14	12	12	17	15	11	17	15	16	17.5	NA	19	NA	11	15	17	NA	16	16	17	15	17	14	12	12	15	17	13	12	15	10	16	15	11	12	11	14	13	NA
2007	12	04	15	15	15	15	15	14	12	10	17	18	16	17	16	8	20	15	16	14	17	NA	17	15	18	13	17	NA	16	NA	12	16	16	17	11	18	8	11	14	NA	12	NA	7	8	7	10	10	17	13	NA	10	13	12	13	10	18	12	15	13	15	16	11	12	15	16.1	14	11	16	15	14	16	NA	18	NA	10	15	15	NA	11	14	14	12	15	12	16	13	14	18	11	14	13	9	15	16	12	12	9	15	13	NA
2007	12	05	15	16	18	18	17	17	14	11	16	18	17	18	18	8	20	17	18	17	17.4	NA	18	16	17	14	18	NA	16	NA	13	18	16	17	16	18	7	14	17	NA	15	NA	12	12	11.5	10	14	16	16	NA	15	15	11	15	14	16	12	10	10	17	16	16	10	15	18	15	13	18	14	17	15	NA	19	NA	16	14	17	NA	17	17	15	14	18	16	13	14	12	16	15	14	17	11	14.8	16	13	12	10	14	13	NA
2007	12	06	13	14	15	14	14	14	13	8	16	11	16	16.5	14	9	20	18	16	16	16.4	NA	17	15	17	18	17	NA	17	NA	11	18	17	17	16	17	8	12	16	NA	13	NA	10	9	9	9	15	18	12	NA	12	15	10	14	12	18	11	10	10	17	17	15	10	13	17	15	11	17	14	14	17	NA	20	NA	12	16	17	NA	14	15	15	13	NA	15	12	14	14	15	12	13	14	11	15	17	14	12	10	13	12	NA
2007	12	07	12	14	15	14	15	15	12	10	16	17	18	19	16	10	20	18	15	16	17.6	NA	17	15	15	14	18	NA	17	NA	11	18	18	18	16	18	8	11	15	NA	15	NA	8	9	8.5	8	12	18	13	NA	11	15	10	10	12	16	10	11	11	16	17	15	10	14	15.8	15	12	17	14	15	15	NA	21	NA	11	16	16	NA	11	14	13	14	16	14	11	13	14	16	12	12	14	11	15	15	11	11	11	14	13	NA
