yy	mm	dd	Sardegna_CA011B097	Sardegna_CA013B093	Sardegna_CA026B079	Sardegna_CA029B017	Sardegna_CA030B175	Sardegna_CA034B191	Sardegna_CA038B170	Sardegna_CA039B232	Sardegna_CA045B021	Sardegna_CA047B226	Sardegna_CA051B276	Sardegna_CA054B109	Sardegna_CA061B225	Sardegna_CA067B113	Sardegna_CA069B312	Sardegna_CA073B050	Sardegna_CA073B171	Sardegna_CA078B229	Sardegna_CA082A008	Sardegna_CA082B039	Sardegna_CA084B044	Sardegna_CA085B210	Sardegna_CA086B062	Sardegna_CA088B119	Sardegna_CA092B140	Sardegna_CA095B182	Sardegna_CA102B148	Sardegna_CA103B212	Sardegna_CA104B056	Sardegna_CA104B085	Sardegna_CA105B047	Sardegna_NU002B035	Sardegna_NU004B216	Sardegna_NU015B068	Sardegna_NU016B126	Sardegna_NU022B201	Sardegna_NU034B095	Sardegna_NU042B031	Sardegna_NU043B096	Sardegna_NU045B433	Sardegna_NU048B065	Sardegna_NU058B202	Sardegna_NU060B054	Sardegna_NU063B023	Sardegna_NU063B025	Sardegna_NU063B172	Sardegna_NU063B227	Sardegna_NU065B051	Sardegna_NU067B101	Sardegna_NU073B090	Sardegna_NU076B127	Sardegna_NU076B180	Sardegna_NU077B067	Sardegna_NU078B020	Sardegna_NU079B194	Sardegna_NU083B009	Sardegna_NU085B070	Sardegna_NU090B049	Sardegna_NU095B211	Sardegna_OR004B207	Sardegna_OR009B001	Sardegna_OR025B037	Sardegna_OR030B156	Sardegna_OR032E006	Sardegna_OR038B181	Sardegna_OR039B174	Sardegna_OR042B200	Sardegna_OR073B221	Sardegna_OR077B103	Sardegna_SS001B271	Sardegna_SS002B078	Sardegna_SS003B139	Sardegna_SS005B003	Sardegna_SS012B002	Sardegna_SS013B169	Sardegna_SS013B224	Sardegna_SS014B110	Sardegna_SS015B041	Sardegna_SS018B022	Sardegna_SS022B165	Sardegna_SS022B187	Sardegna_SS025B151	Sardegna_SS028B107	Sardegna_SS028B236	Sardegna_SS038B038	Sardegna_SS038B111	Sardegna_SS042B045	Sardegna_SS051B087	Sardegna_SS052B048	Sardegna_SS053B458	Sardegna_SS054B034	Sardegna_SS059B061	Sardegna_SS059B159	Sardegna_SS060B237	Sardegna_SS068B230	Sardegna_SS073B028	Sardegna_SS077B168	Sardegna_SS086B155
1981	02	09	4	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	4	NA	NA	5	7.4	6	NA	2.6	6.5	NA	NA	NA	NA	3	NA	3	NA	NA	5	5	4	NA	NA	5.2	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	5	2	NA	-1.5	NA	NA	NA	NA	NA	3	NA	NA	NA	4	NA	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5.5	NA	0	2
1981	02	10	4.8	NA	NA	NA	NA	NA	NA	NA	NA	7.5	NA	5	NA	NA	5	6.8	7	NA	5.4	8	NA	NA	NA	NA	5.5	NA	4	NA	NA	6	5	5	NA	NA	5.5	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	4	1	NA	0.5	NA	NA	NA	NA	NA	3.5	NA	NA	NA	5	NA	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	6	NA	0	3
1981	02	11	6	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	5.5	NA	NA	5	7.6	7	NA	4.6	8.5	NA	NA	NA	NA	5	NA	6	NA	NA	6	6	6	NA	NA	7	NA	2	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	6	0	NA	0.5	NA	NA	NA	NA	NA	5	NA	NA	NA	4	NA	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	5.8	NA	1	3
1981	02	12	4.3	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	8	NA	NA	0.3	7.2	7	NA	4.8	8.5	NA	NA	NA	NA	6.5	NA	5	NA	NA	4	8	6	NA	NA	8	NA	2	NA	NA	NA	NA	NA	-2	NA	NA	NA	NA	NA	5	0.4	NA	0.5	NA	NA	NA	NA	NA	3	NA	NA	NA	5	NA	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	2.5	NA	2.5	3
1981	02	13	4	NA	NA	NA	NA	NA	NA	NA	NA	6.5	NA	5	NA	NA	5	6.8	5	NA	3.4	7	NA	NA	NA	NA	6	NA	5	NA	NA	3	6	3	NA	NA	4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	4	1.3	NA	-1.5	NA	NA	NA	NA	NA	1.5	NA	NA	NA	5.2	NA	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	1	NA	1	2.5
1981	02	14	4	NA	NA	NA	NA	NA	NA	NA	NA	6.5	NA	5	NA	NA	8	6.2	6	NA	2.2	7.5	NA	NA	NA	NA	5	NA	7	NA	NA	3	3	5.5	NA	NA	4	NA	0	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	3	1	NA	0.5	NA	NA	NA	NA	NA	2	NA	NA	NA	5	NA	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	-0.5	NA	0	1.5
1981	02	15	0	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	0	NA	NA	0	3.2	2	NA	-1.2	4	NA	NA	NA	NA	1	NA	3	NA	NA	3	2	2	NA	NA	5.5	NA	-1	NA	NA	NA	NA	NA	-5	NA	NA	NA	NA	NA	2	2.4	NA	-7	NA	NA	NA	NA	NA	-1	NA	NA	NA	4	NA	-1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2	0.5	NA	-2	-2
1981	02	16	4.3	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	3	NA	NA	3	4.8	2	NA	2.8	3.5	NA	NA	NA	NA	2	NA	3	NA	NA	3	3	3	NA	NA	2	NA	-2	NA	NA	NA	NA	NA	-4	NA	NA	NA	NA	NA	2	2.4	NA	-4	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.8	1	NA	0	-1
1981	02	17	5	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	6	NA	NA	8	7.8	6	NA	4.6	8.5	NA	NA	NA	NA	6.5	NA	6	NA	NA	2	7	2.5	NA	NA	8.2	NA	4	NA	NA	NA	NA	NA	-5	NA	NA	NA	NA	NA	3	1.3	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	4	NA	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8	2.5	NA	-1	-1
1981	02	18	4	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0	NA	NA	1	6.6	3	NA	0.4	4	NA	NA	NA	NA	4.5	NA	4	NA	NA	2	2	5	NA	NA	2.5	NA	-1	NA	NA	NA	NA	NA	-4	NA	NA	NA	NA	NA	2	1	NA	-5.5	NA	NA	NA	NA	NA	0	NA	NA	NA	5	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8	2	NA	2	-2
1981	02	19	2	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	3	NA	NA	5	4.4	3	NA	3.4	5	NA	NA	NA	NA	5	NA	8	NA	NA	0	2	4.5	NA	NA	3.2	NA	0	NA	NA	NA	NA	NA	-2.8	NA	NA	NA	NA	NA	1	2.7	NA	-3.5	NA	NA	NA	NA	NA	0	NA	NA	NA	10	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	1.5	NA	-2	-1
1981	02	20	2.3	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	3	NA	NA	7	7.8	6	NA	5	6.5	NA	NA	NA	NA	6	NA	6	NA	NA	1	5	5	NA	NA	4	NA	1	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	3	2	NA	-2.5	NA	NA	NA	NA	NA	1	NA	NA	NA	5.4	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	-0.5	NA	-2	-1
1981	02	21	2	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	4	NA	NA	8	6.4	5	NA	5	7	NA	NA	NA	NA	5	NA	4	NA	NA	1	4	4	NA	NA	4.5	NA	0	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	2	1.4	NA	-2.5	NA	NA	NA	NA	NA	1	NA	NA	NA	5.3	NA	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	1	NA	-1	-1
1981	02	22	2	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	3	NA	NA	5	6.2	4	NA	3.6	5.5	NA	NA	NA	NA	6	NA	3	NA	NA	1	2.5	5	NA	NA	5.2	NA	2	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	3	1.3	NA	-2	NA	NA	NA	NA	NA	1	NA	NA	NA	5.2	NA	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8	1	NA	2	-1
1981	02	23	2.5	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	3	NA	NA	3	6.2	4	NA	3.8	5	NA	NA	NA	NA	4.5	NA	3	NA	NA	2	3.5	6	NA	NA	5.5	NA	4	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	3	1.7	NA	-2	NA	NA	NA	NA	NA	1	NA	NA	NA	5	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	2.2	NA	2	0
1981	02	24	2.3	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	3.5	NA	NA	1	7.4	3	NA	2.4	6	NA	NA	NA	NA	2	NA	3	NA	NA	2	4	6	NA	NA	6	NA	4	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	3	0.3	NA	-2	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.8	3	NA	2.5	1
1981	02	25	3	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	3	NA	NA	3	6.6	3	NA	3.4	6.5	NA	NA	NA	NA	5	NA	1	NA	NA	3	4	6	NA	NA	7.5	NA	1	NA	NA	NA	NA	NA	-2.7	NA	NA	NA	NA	NA	3	0.4	NA	-2	NA	NA	NA	NA	NA	1	NA	NA	NA	4	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.5	NA	3	1.5
1981	02	26	2	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	3	NA	NA	7	5.4	5	NA	5	7	NA	NA	NA	NA	5	NA	6	NA	NA	1	6.5	6	NA	NA	5	NA	1	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	1	1.3	NA	-2	NA	NA	NA	NA	NA	1	NA	NA	NA	5.1	NA	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	1.5	NA	4	1
1981	02	27	1.5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	3	NA	NA	1	4.4	3	NA	1	5.5	NA	NA	NA	NA	2	NA	5	NA	NA	1	3.5	5.5	NA	NA	3.8	NA	-1	NA	NA	NA	NA	NA	-3	NA	NA	NA	NA	NA	2	2.4	NA	-4	NA	NA	NA	NA	NA	0	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	4	2
1981	02	28	5	NA	NA	NA	NA	NA	NA	NA	NA	7.5	NA	6	NA	NA	4	6.2	4	NA	8.8	7	NA	NA	NA	NA	8	NA	6	NA	NA	5	5	6	NA	NA	3.2	NA	3	NA	NA	NA	NA	NA	-3.5	NA	NA	NA	NA	NA	2	3.3	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	10	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	-1	-1
1981	03	01	7	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	8	NA	NA	7	6.6	3	NA	6.6	7	NA	NA	NA	NA	5	NA	9	NA	NA	5	9	8	NA	NA	7.2	NA	5	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	7	3.3	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	5.3	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	4	0
1981	03	02	9	NA	NA	NA	NA	NA	NA	NA	NA	11.5	NA	9.5	NA	NA	10	10.6	11	NA	11	10.5	NA	NA	NA	NA	6	NA	7	NA	NA	8	11	12	NA	NA	9.5	NA	7	NA	NA	NA	NA	NA	4.8	NA	NA	NA	NA	NA	10	3	NA	6.5	NA	NA	NA	NA	NA	6.5	NA	NA	NA	5.3	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	9.5	NA	3.5	7
1981	03	03	9	NA	NA	NA	NA	NA	NA	NA	NA	10.5	NA	9	NA	NA	11	11.2	10	NA	10.2	11.5	NA	NA	NA	NA	10	NA	9	NA	NA	9	10	10	NA	NA	11.8	NA	7	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4.7	NA	3.5	NA	NA	NA	NA	NA	6	NA	NA	NA	5	NA	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5	7.5	NA	2.5	7.5
1981	03	04	7	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	10	NA	NA	10	9.2	8	NA	8	11	NA	NA	NA	NA	8	NA	7	NA	NA	5	11	11	NA	NA	11.2	NA	3	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	5	4.2	NA	3.5	NA	NA	NA	NA	NA	5	NA	NA	NA	5.2	NA	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6	NA	4	7
1981	03	05	4.2	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	3	NA	NA	7	9.4	7	NA	5.6	8.5	NA	NA	NA	NA	5.5	NA	5	NA	NA	1	4.5	9	NA	NA	10.2	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	4	3.7	NA	0	NA	NA	NA	NA	NA	3	NA	NA	NA	5.4	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	5	NA	4.5	7
1981	03	06	4	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	5	NA	NA	5	7.4	7	NA	4.2	8.5	NA	NA	NA	NA	4	NA	5	NA	NA	5	6	6	NA	NA	6.5	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	3.5	NA	3.5	NA	NA	NA	NA	NA	1	NA	NA	NA	5.3	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	4.5	NA	4	7.5
1981	03	07	7	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	7.5	NA	NA	5	7.6	5	NA	8.4	10	NA	NA	NA	NA	5	NA	5	NA	NA	3	7	7	NA	NA	6	NA	5	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	7	5	NA	3	NA	NA	NA	NA	NA	6	NA	NA	NA	5.4	NA	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5.5	NA	5	7.5
1981	03	08	6	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	5	NA	NA	6	8.2	11	NA	5.6	9.5	NA	NA	NA	NA	9	NA	7	NA	NA	5	6	5	NA	NA	6.5	NA	5	NA	NA	NA	NA	NA	3.3	NA	NA	NA	NA	NA	6	5.6	NA	-1	NA	NA	NA	NA	NA	4.5	NA	NA	NA	10	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	NA	5	7.5
1981	03	09	5.3	NA	NA	NA	NA	NA	NA	NA	NA	9.5	NA	6	NA	NA	5	7.4	7	NA	5.6	9	NA	NA	NA	NA	8.5	NA	8	NA	NA	4	6	8	NA	NA	7.8	NA	6	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	9	5.4	NA	1	NA	NA	NA	NA	NA	6	NA	NA	NA	10.1	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6.5	NA	4	6.5
1981	03	10	5.8	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	6	NA	NA	6	7.8	8	NA	6.4	9.5	NA	NA	NA	NA	5.5	NA	5	NA	NA	7	6	8	NA	NA	6	NA	6	NA	NA	NA	NA	NA	4.8	NA	NA	NA	NA	NA	4	6	NA	0	NA	NA	NA	NA	NA	6	NA	NA	NA	15	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4	6.5	NA	5	4.5
1981	03	11	6	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	7	NA	NA	7	9.8	8	NA	8.8	11	NA	NA	NA	NA	5	NA	9	NA	NA	11	8	10	NA	NA	7.5	NA	6	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	6	6.3	NA	3	NA	NA	NA	NA	NA	5.5	NA	NA	NA	10.1	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	7.5	NA	4	3.5
1981	03	12	6	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	7.5	NA	NA	12	9.8	10	NA	10.6	10.5	NA	NA	NA	NA	6.5	NA	8	NA	NA	13	9	10	NA	NA	10.5	NA	6	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	12	8.4	NA	7.5	NA	NA	NA	NA	NA	12.5	NA	NA	NA	10.4	NA	11.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	8.5	NA	6	5.5
1981	03	13	8.7	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	11	NA	NA	13	10.8	11	NA	9.6	12	NA	NA	NA	NA	6	NA	8	NA	NA	11	12	11.5	NA	NA	12.2	NA	6	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	8	8	NA	4.5	NA	NA	NA	NA	NA	6.5	NA	NA	NA	15	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	9	NA	4	8.5
1981	03	14	6	NA	NA	NA	NA	NA	NA	NA	NA	11.5	NA	9	NA	NA	10	10.8	8	NA	7.4	10	NA	NA	NA	NA	9	NA	7	NA	NA	6	8	11	NA	NA	12	NA	6	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	6	7.3	NA	1.5	NA	NA	NA	NA	NA	4.5	NA	NA	NA	10.3	NA	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6.5	NA	5	7.5
1981	03	15	6	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	7.5	NA	NA	7	9.8	10	NA	9.6	10.5	NA	NA	NA	NA	10	NA	9	NA	NA	6	8	10	NA	NA	9.5	NA	5	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	7	7.3	NA	3	NA	NA	NA	NA	NA	7	NA	NA	NA	10	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6.5	NA	7	7
1981	03	16	6.5	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	8.5	NA	NA	9	9.4	9	NA	7.8	10	NA	NA	NA	NA	9	NA	7	NA	NA	5	9	9	NA	NA	10.2	NA	5	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	6	5.4	NA	2	NA	NA	NA	NA	NA	5.5	NA	NA	NA	5.3	NA	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7	5.5	NA	7.5	6.5
1981	03	17	5	NA	NA	NA	NA	NA	NA	NA	NA	10.5	NA	7	NA	NA	8	8.4	7	NA	8.4	9.5	NA	NA	NA	NA	7	NA	6	NA	NA	3	9	9	NA	NA	9	NA	4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	5.3	NA	-1	NA	NA	NA	NA	NA	3.5	NA	NA	NA	5.2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	5	NA	8	2
1981	03	18	6	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	5	NA	NA	7	8.4	6	NA	4.2	8	NA	NA	NA	NA	9	NA	6	NA	NA	2	8	9	NA	NA	9	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	3	3.2	NA	0	NA	NA	NA	NA	NA	2.5	NA	NA	NA	5.3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA	7	3.5
1981	03	19	0	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	9	NA	NA	4	2.8	3	NA	5	4.5	NA	NA	NA	NA	3.5	NA	3	NA	NA	2	6	7	NA	NA	4.8	NA	4	NA	NA	NA	NA	NA	-4	NA	NA	NA	NA	NA	0	3	NA	-4	NA	NA	NA	NA	NA	-1	NA	NA	NA	10	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	3.5	NA	6	3
1981	03	20	2.5	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	15	NA	NA	2	8.2	4	NA	2.6	6.5	NA	NA	NA	NA	5	NA	3	NA	NA	1	3	5	NA	NA	4.2	NA	1	NA	NA	NA	NA	NA	-2	NA	NA	NA	NA	NA	3	2.2	NA	-4	NA	NA	NA	NA	NA	1	NA	NA	NA	10	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5.5	NA	7.5	-1.5
1981	03	21	6.3	NA	NA	NA	NA	NA	NA	NA	NA	9.5	NA	9	NA	NA	7	6.8	7	NA	9	7	NA	NA	NA	NA	7	NA	7	NA	NA	7	6	NA	NA	NA	5.2	NA	5	NA	NA	NA	NA	NA	-2	NA	NA	NA	NA	NA	6	1	NA	0.5	NA	NA	NA	NA	NA	5	NA	NA	NA	10	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5.5	NA	6	5
1981	03	22	7	NA	NA	NA	NA	NA	NA	NA	NA	10.5	NA	8	NA	NA	8	8.2	8	NA	8.8	10	NA	NA	NA	NA	8	NA	9	NA	NA	5	7	8	NA	NA	8.2	NA	7	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	6	1.3	NA	1	NA	NA	NA	NA	NA	6	NA	NA	NA	5.4	NA	9.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	6	NA	7	6.5
1981	03	23	7.5	NA	NA	NA	NA	NA	NA	NA	NA	11.5	NA	9	NA	NA	10	9.2	9	NA	9.2	11.5	NA	NA	NA	NA	8	NA	9	NA	NA	6	7	8	NA	NA	8.2	NA	7	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	7	0.3	NA	1	NA	NA	NA	NA	NA	5	NA	NA	NA	10	NA	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.4	7.5	NA	8.5	7
